id,red1,red2,red3,red4,red5,red6,blue,firstPrizeAddress,OpenTime,SaleMoney
2017141,07,06,11,13,01,15,05,"江苏1注,山东1注,广东1注,陕西1注,共4注。",2017-11-30,374075240
2017142,23,13,14,18,08,33,06,"山西1注,福建1注,江西1注,河南1注,重庆1注,新疆1注,共6注。",2017-12-03,417715258
2017143,14,06,29,20,04,09,14,"河北1注,辽宁1注,上海6注,山东1注,广东1注,青海1注,新疆2注,共13注。",2017-12-05,383967718
2017144,16,14,32,03,20,31,09,"北京1注,天津2注,浙江1注,江西1注,四川1注,云南2注,共8注。",2017-12-07,394649686
2017145,17,12,28,06,25,02,12,"河北1注,山西1注,内蒙古1注,辽宁1注,吉林1注,黑龙江1注,上海1注,江苏1注,浙江6注,安徽1注,山东2注,湖北1注,湖南3注,深圳1注,重庆2注,四川2注,云南2注,陕西2注,甘肃1注,共31注。",2017-12-10,434698744
2017146,01,25,27,26,33,19,10,"北京1注,河北5注,吉林1注,江苏1注,山东1注,湖北1注,湖南6注,广东1注,重庆1注,四川2注,贵州1注,共21注。",2017-12-12,409358700
2017147,25,31,07,20,03,21,14,"山西1注,上海1注,安徽1注,共3注。",2017-12-14,397012632
2017148,07,32,11,14,04,29,12,"北京1注,河北1注,内蒙古2注,辽宁1注,江苏2注,浙江4注,山东2注,四川2注,贵州1注,云南2注,共18注。",2017-12-17,419003890
2017149,30,20,05,08,27,15,13,"河北3注,内蒙古2注,辽宁4注,吉林1注,黑龙江3注,上海7注,江苏6注,浙江3注,安徽2注,福建2注,江西1注,山东6注,河南4注,湖北1注,湖南3注,广东2注,深圳3注,广西3注,重庆3注,四川4注,贵州1注,陕西1注,甘肃1注,新疆1注,共67注。",2017-12-19,389703152
2017150,20,23,19,14,21,06,08,"安徽1注,湖北1注,广东1注,深圳1注,重庆1注,四川1注,云南2注,新疆1注,共9注。",2017-12-21,382821120
2017151,09,07,27,02,11,05,16,"辽宁1注,江苏3注,安徽1注,福建1注,共6注。",2017-12-24,410102286
2017152,29,26,23,10,06,25,05,"吉林1注,浙江1注,福建1注,山东1注,重庆2注,四川1注,陕西1注,共8注。",2017-12-26,367326916
2017153,13,11,07,18,19,12,16,"北京1注,山西1注,浙江1注,湖北1注,共4注。",2017-12-28,372349292
2017154,15,05,18,13,26,09,05,"河北1注,浙江1注,安徽1注,江西1注,山东1注,湖北1注,广东2注,广西1注,四川1注,甘肃1注,共11注。",2017-12-31,414241024
2018001,28,11,26,01,31,08,04,"黑龙江1注,江苏1注,浙江10注,福建1注,山东1注,湖北2注,湖南1注,深圳1注,广西1注,四川1注,甘肃1注,宁夏1注,共22注。",2018-01-02,367348082
2018002,07,33,18,24,31,29,16,"河北1注,黑龙江1注,四川1注,共3注。",2018-01-04,351610618
2018003,16,31,20,01,14,17,04,"河北1注,山西1注,安徽1注,山东1注,湖北1注,共5注。",2018-01-07,388121442
2018004,31,18,30,26,14,19,11,"吉林1注,浙江8注,湖北1注,广东1注,深圳1注,甘肃1注,共13注。",2018-01-09,349304820
2018005,31,20,21,02,33,28,06,"北京1注,共1注。",2018-01-11,354961030
2018006,09,29,17,07,08,02,11,"北京3注,辽宁1注,吉林1注,上海1注,山东4注,广东1注,共11注。",2018-01-14,387617618
2018007,31,20,13,25,27,14,12,"河北2注,浙江2注,山东1注,湖北1注,广东1注,广西1注,共8注。",2018-01-16,354279554
2018008,05,09,17,12,10,19,13,"北京6注,辽宁1注,吉林1注,湖北2注,广东1注,共11注。",2018-01-18,359785672
2018009,10,17,26,23,05,32,07,"北京5注,山西1注,江苏2注,河南2注,湖北2注,广东2注,四川2注,云南1注,共17注。",2018-01-21,384256808
2018010,21,22,08,17,01,20,03,"北京1注,辽宁1注,广东1注,重庆1注,云南2注,共6注。",2018-01-23,351327690
2018011,27,10,03,21,23,33,11,"山西1注,上海1注,安徽1注,河南2注,湖南1注,广西2注,共8注。",2018-01-25,336871794
2018012,12,19,26,11,28,13,12,"山西1注,上海1注,江苏2注,湖北1注,深圳1注,广西1注,西藏1注,共8注。",2018-01-28,367108128
2018013,08,13,33,15,22,06,06,"江苏1注,江西2注,河南2注,广东3注,贵州1注,共9注。",2018-01-30,338322260
2018014,09,20,31,28,12,24,07,"江苏4注,山东1注,湖北1注,广东1注,深圳10注,共17注。",2018-02-01,341965074
2018015,11,26,21,15,20,33,15,"内蒙古1注,浙江1注,安徽1注,广西2注,重庆1注,共6注。",2018-02-04,372995620
2018016,27,11,25,12,18,01,16,"北京2注,山东2注,共4注。",2018-02-06,338462386
2018017,06,30,03,11,26,32,12,"内蒙古1注,浙江1注,福建1注,广东1注,广西1注,共5注。",2018-02-08,341808336
2018018,27,02,25,13,18,12,07,"辽宁1注,黑龙江1注,江苏1注,浙江1注,江西2注,湖北2注,湖南2注,广东1注,四川1注,共12注。",2018-02-11,364855490
2018019,21,16,23,11,03,12,09,"北京2注,河北1注,黑龙江1注,江苏1注,浙江1注,山东1注,广西1注,共8注。",2018-02-13,353382992
2018020,10,30,14,06,09,28,05,"北京20注,河北1注,山西1注,福建2注,江西1注,山东2注,四川2注,陕西1注,宁夏2注,新疆1注,共33注。",2018-02-22,322991340
2018021,04,11,28,06,23,03,14,"辽宁1注,江苏1注,陕西1注,共3注。",2018-02-25,364661036
2018022,14,22,19,21,07,23,03,"辽宁1注,黑龙江1注,山东1注,湖南1注,云南1注,陕西1注,共6注。",2018-02-27,333617132
2018023,16,29,26,12,15,21,16,"北京1注,天津1注,江苏1注,共3注。",2018-03-01,339395846
2018024,32,11,26,19,31,22,02,"黑龙江1注,江西1注,河南1注,湖南1注,广东4注,云南1注,共9注。",2018-03-04,373443496
2018025,25,13,04,21,16,19,14,"广西1注,共1注。",2018-03-06,341614936
2018026,04,07,26,12,14,32,04,"江苏1注,江西1注,山东1注,湖南1注,广西2注,共6注。",2018-03-08,341958742
2018027,28,07,14,09,18,02,05,"江苏1注,福建1注,山东2注,湖北2注,共6注。",2018-03-11,386579026
2018028,08,03,18,11,14,23,16,"天津1注,内蒙古1注,上海1注,浙江1注,山东1注,河南1注,广东1注,共7注。",2018-03-13,352015830
2018029,02,22,09,14,25,01,05,"山西1注,辽宁2注,浙江1注,河南1注,共5注。",2018-03-15,349939456
2018030,13,14,20,33,25,21,07,"江苏1注,共1注。",2018-03-18,388492136
2018031,19,16,30,27,18,02,14,"内蒙古1注,江苏1注,福建1注,共3注。",2018-03-20,345048756
2018032,25,22,23,21,32,24,06,"天津1注,福建1注,广西1注,共3注。",2018-03-22,351194914
2018033,33,20,04,19,28,22,06,"上海1注,安徽1注,江西1注,共3注。",2018-03-25,376360408
2018034,23,05,22,11,26,01,15,"辽宁1注,吉林1注,安徽2注,山东1注,河南2注,广东1注,共8注。",2018-03-27,348544506
2018035,10,07,23,17,11,28,15,"浙江1注,湖南1注,广东1注,深圳1注,广西1注,四川1注,共6注。",2018-03-29,350309396
2018036,24,28,08,26,33,17,04,"江苏1注,深圳2注,陕西1注,共4注。",2018-04-01,375931002
2018037,30,08,01,07,06,27,10,"河北2注,辽宁2注,吉林2注,山东2注,云南1注,陕西3注,共12注。",2018-04-03,336334062
2018038,23,24,29,15,28,25,09,"江苏1注,浙江1注,深圳1注,广西1注,新疆1注,共5注。",2018-04-05,303245456
2018039,32,12,19,08,18,23,03,"江西1注,山东2注,河南1注,湖南1注,广东1注,共6注。",2018-04-08,368394896
2018040,18,03,08,23,01,13,16,"河北1注,山西1注,辽宁1注,上海1注,江苏1注,河南1注,广东2注,深圳1注,云南1注,西藏1注,共11注。",2018-04-10,341719534
2018041,23,08,07,24,20,32,13,"河北1注,江苏1注,浙江1注,四川1注,共4注。",2018-04-12,342614774
2018042,31,21,28,06,29,10,12,"黑龙江1注,山东3注,河南1注,湖北5注,广东1注,广西2注,重庆1注,共14注。",2018-04-15,373384922
2018043,21,04,06,08,01,24,07,"河北1注,内蒙古2注,浙江1注,湖北1注,广东1注,共6注。",2018-04-17,350595736
2018044,09,30,27,17,12,05,06,"北京1注,天津1注,内蒙古1注,黑龙江1注,江苏1注,浙江1注,江西1注,山东4注,湖北1注,湖南2注,广东2注,广西3注,四川1注,甘肃1注,新疆1注,共22注。",2018-04-19,351490126
2018045,04,30,06,25,03,26,01,"山东1注,广西1注,甘肃1注,共3注。",2018-04-22,381384846
2018046,10,18,14,20,13,31,03,"辽宁1注,安徽1注,共2注。",2018-04-24,341414200
2018047,07,25,12,06,22,16,07,"上海2注,浙江1注,福建1注,江西1注,山东2注,湖北1注,湖南1注,共9注。",2018-04-26,340211348
2018048,31,25,20,12,30,01,02,"天津1注,浙江1注,广西1注,四川1注,共4注。",2018-04-29,347082070
2018049,19,03,01,11,04,23,02,"浙江6注,山东1注,共7注。",2018-05-01,308606382
2018050,04,02,01,10,18,19,07,"吉林1注,黑龙江1注,浙江2注,重庆1注,云南1注,新疆1注,共7注。",2018-05-03,332612986
2018051,27,31,05,20,23,07,04,"江苏1注,山东1注,广东1注,甘肃1注,宁夏1注,共5注。",2018-05-06,362286900
2018052,06,03,15,09,05,32,14,"河北1注,山西1注,辽宁1注,山东1注,共4注。",2018-05-08,335132016
2018053,11,27,04,14,10,01,06,"辽宁1注,黑龙江2注,浙江1注,河南1注,广东1注,四川1注,贵州1注,共8注。",2018-05-10,336743448
2018054,33,04,06,22,18,25,16,"河北1注,江苏1注,湖北1注,新疆1注,共4注。",2018-05-13,364343470
2018055,07,09,22,26,12,10,07,"河北1注,江苏2注,浙江1注,山东3注,深圳30注,广西1注,新疆1注,共39注。",2018-05-15,328077816
2018056,20,03,06,21,01,26,01,"上海2注,山东3注,广东1注,四川1注,共7注。",2018-05-17,332042280
2018057,19,15,20,17,30,05,13,"河北1注,吉林1注,福建1注,山东1注,广东1注,海南1注,重庆1注,四川1注,宁夏1注,共9注。",2018-05-20,360079018
2018058,07,16,13,31,12,26,07,"辽宁5注,深圳1注,陕西5注,共11注。",2018-05-22,328678478
2018059,22,06,04,32,13,08,11,"山西1注,江苏1注,贵州1注,云南1注,甘肃1注,共5注。",2018-05-24,335528070
2018060,13,08,31,25,04,30,10,"辽宁1注,江苏1注,福建1注,湖北1注,广东1注,共5注。",2018-05-27,364451892
2018061,10,18,23,11,09,12,07,"河北1注,山西1注,上海1注,江苏2注,浙江1注,湖北2注,广东4注,重庆1注,四川1注,贵州1注,共15注。",2018-05-29,332550974
2018062,19,24,33,02,25,18,11,"山东1注,广西1注,重庆1注,四川2注,甘肃1注,共6注。",2018-05-31,326938646
2018063,05,16,10,25,20,06,12,"河北1注,辽宁1注,上海1注,浙江5注,福建5注,山东2注,河南2注,湖北3注,湖南1注,广东1注,深圳1注,广西1注,四川1注,宁夏2注,共27注。",2018-06-03,358387608
2018064,11,21,05,17,10,02,05,"北京1注,河北1注,辽宁1注,浙江1注,山东1注,湖北1注,广东1注,深圳1注,广西2注,四川1注,甘肃1注,共12注。",2018-06-05,329557586
2018065,06,01,28,04,33,14,01,"北京1注,内蒙古1注,安徽1注,广东1注,四川2注,共6注。",2018-06-07,329937636
2018066,22,16,17,19,09,26,10,"浙江1注,江西5注,广东3注,四川1注,共10注。",2018-06-10,357968382
2018067,12,09,01,18,15,04,05,"北京1注,安徽1注,山东2注,海南1注,贵州1注,云南1注,新疆1注,共8注。",2018-06-12,324647042
2018068,08,10,17,30,20,27,01,"北京1注,湖南1注,广东1注,共3注。",2018-06-14,332649368
2018069,23,06,31,19,13,17,12,"浙江2注,广东1注,广西1注,重庆1注,共5注。",2018-06-17,355213336
2018070,04,19,16,27,09,15,10,"内蒙古1注,上海1注,安徽1注,江西2注,广西2注,宁夏6注,共13注。",2018-06-19,339461364
2018071,13,16,05,06,19,02,03,"黑龙江4注,江苏1注,浙江2注,安徽1注,重庆1注,共9注。",2018-06-21,348880396
2018072,16,22,25,19,11,30,08,"河北1注,内蒙古1注,黑龙江1注,浙江1注,安徽1注,山东1注,湖北2注,广东1注,广西5注,贵州1注,云南1注,陕西1注,新疆2注,共19注。",2018-06-24,372281494
2018073,09,23,02,15,16,14,10,"河北2注,内蒙古2注,江西3注,山东1注,共8注。",2018-06-26,329645754
2018074,30,27,09,20,11,14,09,"辽宁1注,黑龙江1注,江苏1注,浙江1注,安徽1注,山东2注,云南1注,陕西1注,共9注。",2018-06-28,327800026
2018075,09,22,13,24,07,12,11,"上海5注,江苏1注,山东1注,广东4注,广西1注,重庆1注,四川1注,陕西3注,共17注。",2018-07-01,356378720
2018076,30,03,29,15,07,08,13,"河北3注,辽宁4注,吉林1注,黑龙江2注,山东1注,河南1注,湖北2注,湖南2注,广东1注,深圳1注,海南1注,四川1注,贵州1注,云南1注,共22注。",2018-07-03,327873252
2018077,05,24,20,15,09,02,10,"河北2注,辽宁1注,浙江1注,广西1注,重庆1注,四川1注,共7注。",2018-07-05,327832004
2018078,10,18,03,30,14,17,12,"内蒙古1注,吉林1注,江苏1注,浙江2注,山东1注,共6注。",2018-07-08,358569878
2018079,17,15,29,22,24,14,13,"浙江1注,福建1注,共2注。",2018-07-10,327442428
2018080,33,20,04,13,07,29,03,"河北2注,浙江1注,湖南1注,广西1注,重庆1注,共6注。",2018-07-12,325310442
2018081,26,02,20,12,16,01,03,"山西1注,吉林1注,上海2注,陕西1注,共5注。",2018-07-15,349698540
2018082,20,22,14,24,12,06,09,"河北3注,浙江1注,河南3注,四川1注,共8注。",2018-07-17,319081284
2018083,33,04,32,18,09,21,03,"江苏2注,广东8注,云南1注,共11注。",2018-07-19,323565026
2018084,06,22,24,08,12,05,03,"北京1注,内蒙古1注,黑龙江1注,上海1注,福建1注,江西1注,山东2注,河南1注,湖北1注,广东1注,云南1注,甘肃1注,共13注。",2018-07-22,347865554
2018085,10,30,04,26,33,25,06,"天津1注,浙江1注,广西3注,重庆1注,云南2注,共8注。",2018-07-24,322576362
2018086,21,07,23,17,02,26,16,"江苏1注,浙江2注,安徽1注,湖北1注,广东2注,深圳10注,陕西1注,共18注。",2018-07-26,322631262
2018087,01,31,05,18,16,10,03,"重庆2注,甘肃1注,共3注。",2018-07-29,348603358
2018088,29,30,03,12,05,32,14,"山西1注,浙江1注,湖北1注,湖南1注,广东4注,共8注。",2018-07-31,315199378
2018089,06,27,18,12,09,14,14,"山西1注,江苏1注,浙江1注,重庆1注,陕西1注,共5注。",2018-08-02,312432712
2018090,04,10,01,23,02,14,07,"北京3注,辽宁3注,安徽1注,福建1注,江西1注,山东1注,湖南1注,云南1注,共12注。",2018-08-05,340370390
2018091,13,25,06,11,32,17,07,"北京1注,江苏1注,浙江2注,共4注。",2018-08-07,315853082
2018092,10,19,16,06,24,33,16,"天津1注,共1注。",2018-08-09,318819890
2018093,21,18,29,33,04,20,07,"上海1注,浙江1注,贵州1注,共3注。",2018-08-12,341609166
2018094,07,30,16,20,24,04,05,,2018-08-14,314204036
2018095,26,12,21,10,33,11,09,"辽宁2注,福建1注,广东1注,共4注。",2018-08-16,320539494
2018096,32,05,28,09,01,20,12,"上海1注,江苏1注,浙江1注,河南1注,广东3注,四川7注,贵州5注,云南1注,甘肃1注,青海1注,新疆1注,共23注。",2018-08-19,338691852
2018097,25,17,28,02,01,20,13,"广东1注,共1注。",2018-08-21,313501772
2018098,11,10,29,32,20,06,13,"山西2注,辽宁1注,江苏1注,安徽2注,福建1注,山东1注,重庆1注,共9注。",2018-08-23,314746902
2018099,03,32,14,08,07,25,06,"河北1注,山西2注,黑龙江1注,浙江1注,安徽1注,湖北1注,广东1注,四川2注,云南1注,新疆1注,共12注。",2018-08-26,339383254
2018100,02,15,29,14,11,33,02,"河北1注,山东1注,河南1注,共3注。",2018-08-28,309533260
2018101,29,33,01,03,14,26,09,"河北1注,浙江2注,广东2注,共5注。",2018-08-30,308676480
2018102,21,06,11,28,02,19,05,"浙江1注,福建1注,山东1注,四川1注,共4注。",2018-09-02,340812198
2018103,22,15,23,02,09,24,16,"吉林1注,福建1注,江西1注,山东2注,四川1注,新疆1注,共7注。",2018-09-04,314574584
2018104,25,06,03,02,29,19,01,"北京1注,辽宁1注,上海1注,山东1注,广东1注,共5注。",2018-09-06,312637426
2018105,25,13,18,04,05,19,01,"北京1注,上海1注,江苏3注,安徽2注,河南10注,共17注。",2018-09-09,343324268
2018106,19,18,26,24,04,25,10,"北京1注,辽宁2注,山东1注,共4注。",2018-09-11,312096980
2018107,12,20,02,01,22,05,01,"辽宁1注,浙江1注,江西1注,山东1注,广西2注,共6注。",2018-09-13,317508712
2018108,26,30,13,05,18,21,02,"北京1注,河北2注,上海5注,浙江1注,福建1注,山东1注,湖北6注,广西1注,四川1注,贵州1注,陕西1注,甘肃1注,共22注。",2018-09-16,322147946
2018109,31,23,11,10,33,18,15,"黑龙江1注,江苏1注,山东1注,四川1注,共4注。",2018-09-18,306989720
2018110,11,13,23,21,22,16,02,"吉林1注,重庆1注,共2注。",2018-09-20,307066624
2018111,14,24,28,07,01,25,08,"北京1注,辽宁1注,上海1注,浙江1注,江西1注,山东1注,河南1注,湖南1注,四川2注,陕西1注,共11注。",2018-09-23,320180512
2018112,18,26,08,31,25,05,04,"河北1注,辽宁1注,江苏1注,山东1注,湖南2注,四川1注,陕西1注,新疆3注,共11注。",2018-09-25,302328982
2018113,09,16,01,06,26,25,09,"北京1注,河北2注,江西5注,广东1注,深圳1注,云南1注,共11注。",2018-09-27,314160394
2018114,01,16,20,15,07,27,14,"天津1注,浙江1注,福建1注,四川1注,贵州1注,宁夏1注,共6注。",2018-09-30,336072030
2018115,26,01,24,29,13,19,11,"广东1注,共1注。",2018-10-02,273986534
2018116,17,22,05,14,23,28,15,"内蒙古5注,黑龙江1注,浙江4注,湖南30注,广西1注,重庆2注,陕西1注,共44注。",2018-10-04,281786404
2018117,08,15,17,25,23,11,05,"北京1注,江苏1注,山东1注,广东1注,四川2注,共6注。",2018-10-07,340052040
2018118,31,08,22,12,27,21,09,"浙江1注,湖北2注,广东1注,深圳1注,重庆1注,贵州1注,共7注。",2018-10-09,322015414
2018119,25,16,13,03,27,14,12,"河北2注,山西1注,黑龙江1注,湖南2注,广东1注,深圳1注,广西2注,共10注。",2018-10-11,328321394
2018120,33,04,03,26,27,18,01,"天津1注,河北2注,辽宁1注,湖北1注,共5注。",2018-10-14,357215818
2018121,25,14,19,06,23,08,11,"辽宁1注,浙江2注,江西1注,湖北1注,广东3注,广西1注,四川2注,共11注。",2018-10-16,321305376
2018122,32,05,30,22,20,07,10,"河北1注,山西1注,辽宁1注,黑龙江1注,江苏2注,浙江4注,安徽1注,福建2注,江西1注,山东1注,河南1注,湖南1注,广东1注,四川3注,贵州2注,云南4注,甘肃1注,青海1注,新疆2注,共31注。",2018-10-18,327644802
2018123,27,31,13,21,24,32,01,"河南1注,湖北1注,广东1注,贵州1注,云南1注,甘肃1注,共6注。",2018-10-21,410429482
2018124,09,13,22,19,14,25,02,"山东1注,湖南1注,广东1注,青海1注,共4注。",2018-10-23,378069006
2018125,11,32,03,14,10,15,02,"河北1注,内蒙古1注,辽宁1注,共3注。",2018-10-25,391293382
2018126,14,09,22,06,08,01,05,"安徽1注,湖南3注,贵州1注,云南2注,青海1注,共8注。",2018-10-28,415778246
2018127,05,11,07,15,02,06,12,"内蒙古1注,上海3注,浙江1注,安徽1注,福建2注,山东1注,湖南1注,广东1注,陕西1注,新疆1注,共13注。",2018-10-30,383266268
2018128,08,07,06,23,19,22,02,"内蒙古1注,辽宁2注,江苏1注,安徽1注,福建2注,山东1注,河南1注,广东1注,甘肃1注,共11注。",2018-11-01,388471822
2018129,04,18,19,06,02,16,16,"北京1注,辽宁1注,山东2注,河南1注,湖南1注,四川1注,共7注。",2018-11-04,418290398
2018130,05,24,28,12,17,18,12,"北京1注,山西1注,黑龙江1注,上海1注,江苏1注,浙江2注,山东2注,湖南2注,广东1注,海南1注,四川3注,陕西1注,共17注。",2018-11-06,374274632
2018131,33,31,21,22,24,32,01,"河北1注,浙江1注,共2注。",2018-11-08,383809176
2018132,15,09,01,10,02,22,06,"辽宁1注,黑龙江1注,浙江1注,河南1注,广东5注,贵州1注,云南2注,共12注。",2018-11-11,408709916
2018133,12,18,11,04,32,02,13,"广东1注,甘肃2注,共3注。",2018-11-13,374106026
2018134,31,03,33,32,16,18,12,"北京1注,辽宁1注,江苏1注,安徽1注,福建1注,江西1注,山东1注,河南1注,湖南1注,四川1注,贵州1注,共11注。",2018-11-15,377767366
2018135,01,29,06,10,03,11,16,"北京1注,山西1注,辽宁1注,河南1注,共4注。",2018-11-18,406719454
2018136,15,26,10,12,25,27,14,"河北2注,辽宁1注,湖北1注,广东1注,云南1注,共6注。",2018-11-20,377111910
2018137,23,20,11,15,05,03,09,"内蒙古1注,吉林1注,江苏6注,重庆1注,四川1注,共10注。",2018-11-22,379485292
2018138,32,25,10,01,30,27,09,"安徽1注,广东1注,陕西1注,共3注。",2018-11-25,412013682
2018139,23,32,31,20,11,18,15,"辽宁1注,江苏2注,山东3注,广东2注,深圳1注,陕西1注,共10注。",2018-11-27,380559364
2018140,25,15,22,28,20,01,14,,2018-11-29,386006162
2018141,18,16,14,33,11,24,04,"安徽1注,湖南1注,共2注。",2018-12-02,416166816
2018142,05,11,28,10,08,27,11,"河北1注,黑龙江2注,上海1注,浙江2注,福建1注,山东1注,湖南2注,广东1注,重庆1注,四川1注,贵州2注,甘肃1注,共16注。",2018-12-04,390581690
2018143,32,28,04,15,06,33,14,"河北1注,内蒙古1注,浙江3注,山东1注,河南1注,湖北5注,广东1注,重庆1注,四川2注,共16注。",2018-12-06,373157016
2018144,13,20,27,17,08,18,13,"天津1注,共1注。",2018-12-09,387956028
2018145,23,25,22,03,13,09,06,"辽宁1注,上海1注,浙江2注,安徽1注,福建1注,江西1注,湖北1注,湖南2注,广东2注,四川5注,云南3注,陕西1注,共21注。",2018-12-11,349376292
2018146,17,10,29,18,11,02,16,"北京1注,江苏2注,浙江4注,山东1注,湖北1注,广东3注,陕西1注,共13注。",2018-12-13,345409226
2018147,30,03,27,23,17,15,11,"辽宁2注,上海2注,江苏1注,福建1注,山东1注,湖南1注,广西1注,四川2注,共11注。",2018-12-16,378419434
2018148,18,21,19,03,06,31,01,"浙江3注,安徽1注,河南2注,广东3注,重庆1注,四川1注,共11注。",2018-12-18,346743178
2018149,01,08,07,24,10,12,01,"辽宁1注,黑龙江1注,江苏5注,浙江1注,广东1注,重庆1注,陕西2注,共12注。",2018-12-20,353364860
2018150,15,31,19,08,20,06,05,"河北1注,内蒙古1注,上海2注,江苏1注,浙江1注,安徽3注,山东1注,湖北1注,广东1注,广西1注,四川2注,共15注。",2018-12-23,377320206
2018151,19,29,26,15,05,25,15,"辽宁1注,福建1注,江西1注,河南1注,共4注。",2018-12-25,345353380
2018152,14,04,23,29,16,28,03,"山西2注,内蒙古1注,辽宁2注,吉林1注,上海2注,江苏1注,安徽2注,湖北1注,广西1注,四川1注,云南4注,西藏1注,甘肃1注,共20注。",2018-12-27,342935808
2018153,17,07,23,25,01,31,11,"上海2注,河南1注,湖北1注,共4注。",2018-12-30,363663410
2019001,32,33,13,15,06,10,15,"浙江1注,山东1注,深圳10注,重庆1注,云南1注,共14注。",2019-01-01,341453440
2019002,18,06,04,08,05,09,11,"北京1注,上海1注,河南5注,广东1注,四川1注,共9注。",2019-01-03,345144344
2019003,20,21,22,17,13,27,01,"上海1注,浙江1注,山东2注,陕西1注,共5注。",2019-01-06,373728002
2019004,08,26,32,16,12,19,03,"辽宁1注,江苏2注,河南1注,四川2注,贵州1注,新疆1注,共8注。",2019-01-08,338080388
2019005,28,22,31,32,21,26,07,"江苏3注,福建1注,江西1注,河南1注,广东2注,深圳2注,广西1注,共11注。",2019-01-10,343365078
2019006,01,10,19,26,28,05,12,"北京2注,山西1注,辽宁1注,黑龙江1注,江西1注,贵州1注,云南25注,共32注。",2019-01-13,375825296
2019007,15,23,06,14,10,19,15,"吉林1注,浙江1注,河南1注,湖北1注,广东1注,四川1注,云南2注,陕西1注,共9注。",2019-01-15,340543166
2019008,28,32,13,02,06,09,12,"山东1注,广东1注,重庆1注,四川1注,共4注。",2019-01-17,342498692
2019009,22,31,01,10,07,32,15,"辽宁1注,山东1注,湖南1注,广东8注,广西1注,共12注。",2019-01-20,376873348
2019010,11,08,02,30,05,04,02,"北京2注,河北1注,山西2注,黑龙江1注,山东3注,河南1注,广东3注,广西1注,重庆1注,共15注。",2019-01-22,336769874
2019011,19,13,30,10,24,21,07,"河北2注,辽宁1注,河南1注,共4注。",2019-01-24,340431350
