id,red1,red2,red3,red4,red5,red6,blue,firstPrizeAddress,OpenTime,SaleMoney
2022053,18,10,14,27,33,23,15,"北京1注,浙江1注,江西1注,陕西1注,共4注。",2022-05-12,356510652
2022054,08,27,21,28,12,33,11,"辽宁1注,浙江2注,安徽2注,福建1注,山东1注,重庆1注,河南5注,湖南2注,海南1注,四川1注,云南3注,新疆1注,共21注。",2022-05-15,391678014
2022055,02,09,28,33,04,26,03,"内蒙古1注,浙江2注,四川1注,共4注。",2022-05-17,350153658
2022056,01,17,14,06,11,26,15,"浙江1注,安徽1注,福建1注,山东1注,贵州1注,云南1注,共6注。",2022-05-19,352329270
2022057,15,30,33,12,20,26,16,"上海1注,安徽1注,贵州1注,共3注。",2022-05-22,378857894
2022058,23,33,06,14,31,13,01,"北京1注,河北1注,内蒙古1注,江苏2注,浙江1注,福建1注,四川2注,陕西1注,共10注。",2022-05-24,336926030
2022059,18,09,06,29,33,19,06,"河北1注,内蒙古1注,黑龙江1注,湖北3注,湖南5注,广东1注,云南1注,宁夏5注,深圳2注,共20注。",2022-05-26,340378840
2022060,18,32,24,19,16,28,01,"浙江1注,福建1注,广东1注,共3注。",2022-05-29,361140396
2022061,01,18,29,16,33,03,06,"浙江1注,山东1注,陕西1注,共3注。",2022-05-31,331252342
2022062,23,33,16,18,20,21,05,"内蒙古1注,黑龙江1注,浙江1注,广西1注,深圳1注,共5注。",2022-06-02,329515310
2022063,09,22,31,17,06,08,11,"河北3注,山西1注,吉林1注,江苏2注,浙江1注,安徽3注,江西1注,山东1注,河南2注,四川2注,贵州1注,陕西2注,共20注。",2022-06-05,360023818
2022064,31,13,17,12,06,04,16,"福建1注,山东1注,重庆1注,河南1注,广东5注,广西1注,云南2注,共12注。",2022-06-07,340689068
2022065,23,09,18,31,28,14,02,"天津1注,河北1注,安徽1注,山东1注,共4注。",2022-06-09,348395414
2022066,14,20,11,27,30,06,09,"北京1注,山西1注,内蒙古1注,辽宁3注,黑龙江1注,江苏3注,浙江4注,安徽1注,福建4注,山东3注,河南2注,湖北2注,广东4注,广西2注,云南1注,共33注。",2022-06-12,370987262
2022067,13,01,05,26,29,21,15,"辽宁1注,浙江3注,山东1注,重庆1注,湖北1注,广东1注,贵州1注,云南1注,共10注。",2022-06-14,347891686
2022068,29,26,07,12,15,24,06,"江苏1注,浙江1注,福建1注,四川1注,贵州1注,云南2注,共7注。",2022-06-16,354071622
2022069,29,07,19,26,13,06,08,"浙江3注,福建1注,重庆1注,湖北2注,湖南3注,广东1注,广西4注,海南1注,四川1注,贵州1注,云南1注,陕西1注,共20注。",2022-06-19,380359658
2022070,28,04,33,09,27,06,02,"上海1注,福建1注,河南3注,广东1注,广西1注,陕西1注,甘肃1注,共9注。",2022-06-21,356598990
2022071,29,07,04,18,15,33,01,"北京2注,辽宁1注,上海1注,福建1注,江西1注,广东1注,甘肃1注,共8注。",2022-06-23,354289328
2022072,14,05,15,32,18,16,12,"北京1注,山西1注,上海1注,山东1注,重庆1注,广东1注,贵州1注,共7注。",2022-06-26,385506202
2022073,29,10,26,14,15,06,12,"河北1注,辽宁1注,河南1注,广西1注,陕西2注,共6注。",2022-06-28,352213628
2022074,29,33,15,19,07,05,15,"上海1注,江苏1注,安徽1注,山东2注,广东1注,共6注。",2022-06-30,354915638
2022075,01,02,26,25,30,04,10,"上海1注,山东2注,河南1注,广东1注,广西1注,共6注。",2022-07-03,379959636
2022076,29,09,13,10,24,08,02,"河北1注,江苏11注,广东1注,深圳1注,共14注。",2022-07-05,342718328
2022077,27,19,17,18,20,03,16,"北京1注,山西1注,浙江5注,广东3注,广西1注,贵州1注,甘肃1注,深圳1注,共14注。",2022-07-07,345118818
2022078,17,01,04,31,05,15,09,"山西1注,辽宁1注,安徽1注,云南3注,共6注。",2022-07-10,366650644
2022079,17,15,09,23,01,22,16,"黑龙江1注,江苏1注,共2注。",2022-07-12,341273762
2022080,17,18,12,15,27,05,04,"北京1注,黑龙江1注,江苏1注,浙江1注,江西1注,湖北1注,广东2注,新疆1注,共9注。",2022-07-14,342797508
2022081,11,30,27,04,08,21,01,"安徽2注,河南1注,广东1注,陕西1注,共5注。",2022-07-17,373064250
2022082,10,11,04,30,32,23,14,"上海2注,福建1注,共3注。",2022-07-19,347371994
2022083,19,13,08,12,14,20,05,"河北1注,浙江3注,安徽1注,江西1注,山东1注,河南2注,广西1注,贵州1注,云南1注,新疆1注,共13注。",2022-07-21,347550570
2022084,32,25,24,03,23,18,09,"内蒙古1注,山东1注,广东1注,四川2注,共5注。",2022-07-24,368808592
2022085,33,31,09,14,07,32,13,"北京1注,吉林1注,江苏2注,山东1注,河南2注,广东1注,西藏1注,甘肃1注,宁夏1注,深圳1注,共12注。",2022-07-26,341538762
2022086,04,21,24,08,23,01,11,"辽宁1注,江苏1注,浙江2注,山东1注,湖南1注,广东1注,云南1注,共8注。",2022-07-28,345421240
2022087,23,09,05,25,06,13,08,"河北1注,辽宁2注,上海1注,江苏1注,广东1注,共6注。",2022-07-31,370042706
2022088,15,17,22,20,03,09,06,"辽宁1注,江苏3注,浙江2注,安徽2注,山东1注,河南3注,广东6注,四川1注,云南1注,共20注。",2022-08-02,340253450
2022089,29,31,15,02,33,07,15,"山东1注,广西1注,云南1注,共3注。",2022-08-04,342434670
2022090,01,29,30,27,04,25,07,"浙江1注,山东2注,广东1注,海南1注,甘肃1注,深圳1注,共7注。",2022-08-07,365943774
2022091,24,18,20,28,22,08,10,"北京2注,辽宁1注,江苏1注,江西1注,湖北1注,广东1注,四川1注,共8注。",2022-08-09,335981918
2022092,21,20,07,27,10,16,11,"北京10注,江苏1注,福建1注,湖北5注,广东1注,四川2注,共20注。",2022-08-11,337222664
2022093,32,29,22,21,24,28,14,"山西1注,福建1注,共2注。",2022-08-14,363673578
2022094,16,06,11,31,19,13,02,"河北1注,广东1注,深圳1注,共3注。",2022-08-16,333751422
2022095,28,14,18,04,13,20,08,"辽宁1注,黑龙江1注,上海2注,浙江1注,广东1注,云南1注,共7注。",2022-08-18,339954958
2022096,16,25,19,17,03,33,07,"北京46注,浙江1注,山东1注,甘肃1注,深圳1注,共50注。",2022-08-21,374401638
2022097,04,13,05,10,30,31,14,"黑龙江1注,四川1注,陕西1注,共3注。",2022-08-23,339168020
2022098,33,06,21,03,02,04,05,"河北1注,辽宁1注,黑龙江1注,江苏3注,浙江1注,山东3注,湖南1注,广东1注,云南1注,陕西1注,共14注。",2022-08-25,339839938
2022099,24,11,23,26,32,01,15,"内蒙古2注,上海1注,江苏1注,山东2注,四川1注,陕西1注,共8注。",2022-08-28,368635154
2022100,06,21,20,02,15,07,15,"江苏1注,福建5注,山东1注,重庆2注,湖北2注,共11注。",2022-08-30,338953236
2022101,19,27,04,28,18,16,04,"辽宁1注,江苏20注,福建1注,广东3注,四川6注,云南1注,新疆1注,深圳1注,共34注。",2022-09-01,342584116
2022102,10,32,12,09,29,18,14,"辽宁2注,黑龙江1注,上海1注,四川1注,贵州1注,共6注。",2022-09-04,360805992
2022103,14,12,09,20,06,28,10,"北京1注,河北1注,辽宁1注,上海1注,江苏2注,湖北1注,广东1注,四川1注,贵州1注,深圳2注,共12注。",2022-09-06,331343836
2022104,01,25,31,19,08,26,01,"河北1注,山西1注,黑龙江1注,上海2注,江西1注,重庆5注,河南1注,广东2注,海南1注,云南2注,陕西1注,共18注。",2022-09-08,337087306
2022105,23,13,06,12,15,21,15,"河北2注,山东1注,广东1注,共4注。",2022-09-11,357410590
2022106,17,23,20,24,22,31,01,"上海1注,山东1注,湖北1注,共3注。",2022-09-13,336123528
2022107,28,03,09,15,19,11,16,"山西1注,内蒙古1注,浙江2注,重庆2注,河南1注,广东1注,宁夏1注,共9注。",2022-09-15,342747048
2022108,18,17,13,01,07,31,15,"河北2注,上海1注,江苏2注,浙江1注,山东4注,广东1注,四川1注,云南1注,共13注。",2022-09-18,379260702
2022109,13,04,19,33,11,22,11,"吉林2注,浙江2注,四川1注,共5注。",2022-09-20,349805376
2022110,28,18,20,09,13,15,15,"上海1注,浙江1注,江西2注,山东2注,贵州1注,共7注。",2022-09-22,352346658
2022111,11,28,31,02,13,10,01,"上海1注,安徽1注,湖北1注,共3注。",2022-09-25,385923798
2022112,31,08,25,03,05,17,01,"安徽1注,湖北1注,广西2注,陕西1注,共5注。",2022-09-27,348893862
2022113,14,13,29,27,20,24,02,"云南1注,甘肃1注,共2注。",2022-09-29,363604180
2022114,19,15,26,05,29,01,13,"河北3注,黑龙江1注,上海1注,福建1注,山东1注,广东2注,云南2注,青海1注,共12注。",2022-10-06,347069064
2022115,06,27,18,29,20,07,09,"辽宁1注,吉林1注,浙江2注,安徽1注,福建1注,山东1注,河南2注,广东12注,四川10注,贵州1注,云南1注,共33注。",2022-10-09,359461828
2022116,33,30,26,08,27,14,01,"江苏1注,共1注。",2022-10-11,337975208
2022117,17,04,29,13,28,18,06,"江苏2注,浙江1注,福建1注,湖南1注,广东1注,贵州1注,陕西2注,甘肃1注,宁夏1注,共11注。",2022-10-13,345578024
2022118,14,07,06,33,11,02,08,"江苏1注,福建1注,重庆2注,云南1注,共5注。",2022-10-16,374309728
2022119,02,18,05,27,26,15,04,"山西2注,黑龙江1注,浙江1注,福建2注,湖北1注,广东2注,云南1注,甘肃1注,深圳1注,共12注。",2022-10-18,341495720
2022120,15,26,29,19,02,27,02,"上海1注,安徽1注,河南1注,广西40注,共43注。",2022-10-20,355500194
2022121,17,30,31,27,22,12,02,"河北1注,山东1注,湖南1注,云南5注,共8注。",2022-10-23,380066114
2022122,24,28,19,17,08,06,05,"北京2注,河北2注,山西1注,辽宁1注,浙江3注,安徽1注,山东3注,湖北3注,湖南1注,四川8注,云南1注,共26注。",2022-10-25,350001646
2022123,16,25,21,20,10,13,05,"天津1注,内蒙古1注,江苏2注,安徽1注,河南1注,广东1注,广西1注,共8注。",2022-10-27,360850820
2022124,24,18,05,26,10,13,01,"北京1注,安徽1注,海南1注,四川1注,共4注。",2022-10-30,383396494
2022125,12,31,20,03,07,02,16,"山西1注,山东2注,湖北1注,云南2注,陕西1注,共7注。其中一等奖特别奖为：山西1注,山东1注,云南2注,陕西1注。",2022-11-01,429659904
2022126,01,13,26,15,33,17,13,"内蒙古1注,浙江1注,四川2注,陕西2注,共6注。其中一等奖特别奖为：浙江1注,四川2注,陕西2注。",2022-11-03,436137344
2022127,29,04,10,03,09,33,13,"内蒙古1注,辽宁1注,浙江3注,共5注。其中一等奖特别奖为：浙江2注。",2022-11-06,455409958
2022128,12,24,18,03,27,29,01,"黑龙江1注,浙江2注,广东2注,广西5注,四川1注,共11注。其中一等奖特别奖为：浙江2注,广东2注,广西5注,四川1注。",2022-11-08,420999886
2022129,10,12,14,22,27,24,07,"辽宁2注,黑龙江1注,浙江1注,福建1注,贵州1注,陕西1注,共7注。其中一等奖特别奖为：辽宁1注,黑龙江1注,浙江1注,贵州1注,陕西1注。",2022-11-10,430007836
2022130,26,08,17,28,15,02,12,"山西1注,黑龙江3注,江苏5注,浙江6注,福建1注,江西1注,山东7注,重庆3注,河南2注,湖南2注,广东6注,广西1注,海南1注,四川3注,云南3注,甘肃1注,青海1注,宁夏2注,新疆1注,共50注。其中一等奖特别奖为：山西1注,江苏5注,浙江5注,福建1注,江西1注,山东6注,重庆2注,河南1注,湖南2注,广东2注,广西1注,海南1注,四川1注,云南2注,青海1注,宁夏2注,新疆1注。",2022-11-13,446023212
2022131,05,29,19,03,10,13,06,"内蒙古2注,吉林2注,黑龙江1注,上海1注,江苏1注,江西1注,山东1注,河南1注,湖北1注,广东1注,四川2注,青海5注,共19注。其中一等奖特别奖为：内蒙古2注,吉林1注,上海1注,江苏1注,江西1注,湖北1注,四川2注。",2022-11-15,425292626
2022132,33,26,32,18,01,03,04,"浙江2注,湖北1注,云南1注,共4注。其中一等奖特别奖为：浙江2注,湖北1注。",2022-11-17,439981994
2022133,17,16,08,05,25,21,12,"浙江1注,山东2注,河南1注,湖北1注,湖南2注,四川1注,云南1注,陕西1注,深圳1注,共11注。其中一等奖特别奖为：浙江1注,湖北1注,湖南1注,四川1注,云南1注,陕西1注,深圳1注。",2022-11-20,457083562
2022134,31,01,14,05,17,24,14,"北京1注,河北1注,江苏5注,浙江1注,贵州1注,深圳1注,共10注。其中一等奖特别奖为：北京1注,江苏4注,深圳1注。",2022-11-22,404859714
2022135,13,24,09,32,28,11,06,"山西1注,江苏3注,浙江1注,安徽4注,广东2注,云南1注,共12注。其中一等奖特别奖为：山西1注,江苏2注,浙江1注,安徽4注。",2022-11-24,402652460
2022136,08,18,22,15,10,14,08,"河北1注,上海2注,浙江3注,河南2注,湖南2注,广西2注,四川3注,云南1注,甘肃1注,新疆2注,共19注。其中一等奖特别奖为：上海1注,浙江3注,河南1注,湖南2注,广西2注,云南1注,新疆1注。",2022-11-27,412826960
2022137,28,23,27,33,21,08,01,"辽宁1注,浙江1注,福建2注,山东1注,广东2注,云南1注,共8注。其中一等奖特别奖为：辽宁1注,浙江1注,福建2注,山东1注,广东2注,云南1注。",2022-11-29,380398430
2022138,28,21,19,14,02,25,11,"河北1注,新疆1注,共2注。其中一等奖特别奖为：河北1注,新疆1注。",2022-12-01,382295872
2022139,09,16,06,19,07,17,14,"北京1注,河北1注,内蒙古1注,上海2注,江苏1注,山东2注,湖南1注,广东1注,四川1注,云南1注,共12注。其中一等奖特别奖为：北京1注,河北1注,上海1注,江苏1注,山东2注,广东1注,四川1注,云南1注。",2022-12-04,421220444
2022140,27,20,19,18,09,08,15,"河北1注,辽宁2注,江苏2注,浙江2注,安徽1注,重庆2注,广东2注,广西1注,云南1注,宁夏5注,共19注。其中一等奖特别奖为：辽宁1注,江苏2注,浙江2注,重庆2注,广东2注,云南1注。",2022-12-06,397499610
2022141,27,17,13,05,20,12,14,"江苏2注,山东5注,湖北1注,广东11注,宁夏1注,新疆1注,共21注。其中一等奖特别奖为：湖北1注,广东11注,宁夏1注,新疆1注。",2022-12-08,415110854
2022142,21,03,16,13,01,27,03,"河北2注,江苏1注,浙江4注,山东2注,湖南2注,深圳1注,共12注。其中一等奖特别奖为：河北1注,江苏1注,浙江3注,湖南2注,深圳1注。",2022-12-11,440572602
2022143,29,30,33,07,13,08,03,"辽宁1注,浙江2注,福建3注,江西3注,山东1注,广东1注,广西1注,海南1注,四川1注,云南1注,共15注。其中一等奖特别奖为：浙江2注,江西2注,山东1注,广东1注,海南1注,四川1注,云南1注。",2022-12-13,397641696
2022144,23,31,32,20,22,07,05,"江苏2注,云南6注,陕西2注,甘肃1注,共11注。其中一等奖特别奖为：甘肃1注。",2022-12-15,400859910
2022145,30,21,31,03,33,25,11,"浙江2注,广西1注,陕西1注,共4注。其中一等奖特别奖为：浙江1注,广西1注,陕西1注。",2022-12-18,366333090
2022146,31,26,13,18,07,06,06,"河北1注,辽宁1注,江苏1注,广东1注,广西1注,四川3注,云南1注,共9注。",2022-12-20,319241960
2022147,30,02,20,07,03,13,10,"北京1注,河北1注,浙江1注,福建2注,河南2注,湖北2注,广东2注,广西2注,四川1注,云南1注,新疆2注,共17注。",2022-12-22,308727648
2022148,15,17,16,21,31,02,14,"山西1注,吉林1注,浙江2注,福建1注,江西1注,湖南1注,广东1注,深圳1注,共9注。",2022-12-25,328466772
2022149,29,33,26,32,22,02,14,"河北2注,辽宁1注,江苏1注,浙江1注,云南2注,共7注。",2022-12-27,305443962
2022150,07,28,01,22,11,12,05,"河北2注,辽宁2注,湖北1注,四川1注,云南2注,陕西1注,共9注。",2022-12-29,322732470
2023001,32,16,22,18,09,28,02,"辽宁1注,黑龙江2注,江苏1注,福建1注,云南2注,共7注。",2023-01-01,349018800
2023002,02,16,10,06,22,18,13,"上海4注,浙江2注,共6注。",2023-01-03,317440920
2023003,32,18,08,25,30,05,06,"上海1注,浙江1注,安徽1注,山东1注,广西1注,云南2注,青海1注,共8注。",2023-01-05,332514694
2023004,16,20,01,15,07,25,16,"上海1注,福建2注,重庆3注,广西2注,共8注。",2023-01-08,362777504
2023005,13,14,06,08,19,02,16,"黑龙江1注,四川1注,共2注。",2023-01-10,331127174
2023006,02,12,14,24,26,10,05,"内蒙古3注,上海1注,安徽2注,重庆1注,新疆6注,共13注。",2023-01-12,341187596
2023007,05,25,31,09,22,06,03,"北京1注,湖北1注,青海1注,共3注。",2023-01-15,357680590
2023008,13,26,05,18,20,28,06,"河北1注,辽宁1注,江苏3注,浙江1注,山东1注,重庆1注,甘肃1注,共9注。",2023-01-17,367864780
2023009,04,19,30,03,32,23,06,"浙江1注,湖北1注,共2注。",2023-01-29,370445322
2023010,18,27,05,04,13,29,12,"北京2注,浙江1注,安徽1注,江西1注,湖南2注,陕西1注,共8注。",2023-01-31,335698884
2023011,22,07,06,16,17,21,04,"河北1注,江苏1注,安徽2注,山东1注,河南1注,广东3注,广西1注,四川1注,宁夏1注,新疆1注,共13注。",2023-02-02,344777252
2023012,07,26,22,04,03,30,06,"天津2注,吉林1注,江苏5注,福建1注,江西1注,湖北1注,四川2注,甘肃1注,共14注。",2023-02-05,377681908
2023013,14,06,23,22,33,10,13,"安徽1注,贵州1注,共2注。",2023-02-07,351959204
2023014,23,30,06,18,07,27,05,"内蒙古1注,辽宁1注,上海1注,江西1注,山东1注,共5注。",2023-02-09,354854954
2023015,32,02,29,03,14,21,08,"北京1注,上海3注,江苏1注,重庆1注,河南1注,广东1注,广西1注,四川1注,共10注。",2023-02-12,392727530
2023016,14,16,30,19,23,28,03,"河南1注,贵州1注,共2注。",2023-02-14,363237418
2023017,26,18,28,20,05,11,12,"内蒙古1注,浙江1注,福建1注,湖北1注,广东1注,广西1注,共6注。",2023-02-16,385010210
2023018,10,19,12,17,25,31,13,"湖南1注,共1注。",2023-02-19,428078014
2023019,12,29,06,32,26,28,15,"天津2注,内蒙古1注,江苏1注,河南1注,陕西2注,共7注。",2023-02-21,399695170
2023020,01,26,17,27,18,12,05,"黑龙江1注,山东1注,共2注。",2023-02-23,394774502
2023021,05,19,02,27,06,21,04,"内蒙古2注,辽宁1注,浙江5注,福建5注,山东1注,湖南2注,四川2注,云南1注,陕西2注,共21注。",2023-02-26,430229092
2023022,10,19,31,23,11,18,03,"重庆1注,共1注。",2023-02-28,393991274
2023023,10,24,08,05,25,15,09,"河北1注,黑龙江1注,江苏2注,浙江2注,安徽6注,江西2注,山东7注,重庆2注,河南1注,湖北3注,广东4注,广西1注,四川2注,云南1注,陕西3注,深圳3注,共41注。",2023-03-02,394377912
2023024,03,27,06,28,09,17,03,"河北4注,黑龙江1注,上海1注,江苏3注,浙江1注,江西1注,重庆1注,湖北1注,云南4注,陕西1注,甘肃1注,新疆1注,深圳1注,共21注。",2023-03-05,424465912
2023025,21,04,20,16,31,32,14,"河北1注,辽宁1注,吉林1注,江苏2注,浙江1注,重庆1注,广西1注,四川2注,共10注。",2023-03-07,383537242
2023026,31,18,01,26,33,30,03,"河北1注,辽宁2注,黑龙江2注,江苏1注,浙江5注,湖南1注,共12注。",2023-03-09,382398740
2023027,27,10,08,32,22,33,08,"江苏1注,广东4注,共5注。",2023-03-12,405939502
2023028,10,22,07,05,20,17,14,"北京1注,广东1注,宁夏1注,新疆1注,共4注。",2023-03-14,378131048
2023029,28,33,03,07,24,12,08,"辽宁2注,福建1注,广东1注,四川1注,共5注。",2023-03-16,373970632
2023030,07,02,16,31,30,03,06,"上海1注,重庆1注,广东1注,海南1注,陕西3注,共7注。",2023-03-19,407635670
2023031,14,27,33,07,31,29,05,"湖南1注,广东2注,共3注。",2023-03-21,377795536
2023032,26,28,06,20,33,19,01,"浙江1注,安徽5注,江西3注,山东1注,河南1注,广东1注,四川3注,共15注。",2023-03-23,378271328
2023033,08,13,24,23,09,26,05,"湖南1注,广西1注,云南1注,青海1注,新疆1注,共5注。",2023-03-26,407044870
2023034,09,11,02,17,03,12,15,"辽宁1注,上海3注,深圳1注,共5注。",2023-03-28,371464196
2023035,10,20,09,04,01,33,06,"江苏1注,浙江1注,四川3注,深圳5注,共10注。",2023-03-30,376157550
2023036,24,19,18,14,13,30,09,"黑龙江1注,江苏5注,浙江3注,安徽1注,山东3注,重庆1注,河南5注,广西3注,陕西1注,新疆1注,共24注。",2023-04-02,402105258
2023037,08,25,29,26,23,31,12,"河北1注,江苏1注,江西1注,河南1注,海南10注,四川1注,陕西1注,共16注。",2023-04-04,357460864
2023038,09,02,33,14,17,31,08,"吉林1注,黑龙江1注,上海1注,安徽1注,河南1注,湖北1注,湖南1注,贵州1注,云南1注,宁夏1注,新疆1注,共11注。",2023-04-06,368841578
2023039,28,13,02,19,03,09,09,"上海1注,浙江1注,河南1注,广东1注,深圳1注,共5注。",2023-04-09,409186858
2023040,17,29,09,24,31,16,08,"山西1注,辽宁1注,山东1注,陕西2注,共5注。",2023-04-11,372777348
2023041,01,06,13,15,24,12,06,"山东1注,重庆1注,湖北1注,共3注。",2023-04-13,379030400
2023042,20,27,30,23,17,10,10,"辽宁1注,浙江1注,湖北1注,广东3注,广西1注,云南2注,深圳1注,共10注。",2023-04-16,406450374
2023043,08,12,28,05,24,20,10,"天津1注,上海2注,浙江3注,安徽5注,福建1注,重庆1注,广东4注,广西1注,贵州1注,共19注。",2023-04-18,370609676
2023044,15,08,26,02,24,22,16,"上海1注,江苏1注,安徽5注,重庆1注,共8注。",2023-04-20,375494004
2023045,03,21,06,12,28,27,04,"北京1注,天津1注,江苏2注,山东1注,重庆2注,湖北5注,湖南1注,云南1注,共14注。",2023-04-23,398638950
2023046,17,06,08,26,28,25,03,"山西1注,湖北1注,广东1注,四川1注,共4注。",2023-04-25,364967218
2023047,23,05,33,14,07,31,07,"北京1注,辽宁1注,浙江2注,安徽1注,广东1注,四川1注,贵州1注,共8注。",2023-04-27,373486114
2023048,24,10,02,30,28,03,08,"北京1注,辽宁1注,上海1注,浙江3注,山东1注,河南1注,湖南2注,广东2注,四川1注,贵州1注,甘肃1注,新疆1注,共16注。",2023-04-30,362109840
2023049,07,14,25,05,23,27,02,"山西1注,吉林1注,江苏1注,山东1注,四川2注,共6注。",2023-05-02,328857030
2023050,23,07,22,02,09,14,05,"湖南1注,西藏4注,共5注。",2023-05-04,359185180
2023051,33,32,26,22,30,29,14,"广东2注,共2注。",2023-05-07,388332454
2023052,05,17,08,04,12,03,06,"辽宁1注,吉林1注,黑龙江1注,上海1注,江苏8注,福建1注,山东1注,四川1注,云南1注,共16注。",2023-05-09,358038114
2023053,27,14,30,07,20,01,15,"河北2注,福建1注,山东5注,河南1注,广东1注,共10注。",2023-05-11,364282626
2023054,26,15,09,10,05,06,12,"江苏1注,江西3注,山东1注,广东1注,广西2注,共8注。",2023-05-14,394464450
2023055,20,04,03,32,27,23,13,"广东1注,共1注。",2023-05-16,370786668
2023056,15,23,18,33,08,14,08,"北京1注,上海5注,江苏1注,山东1注,四川1注,深圳1注,共10注。",2023-05-18,372532958
2023057,05,32,24,02,17,10,03,"黑龙江5注,上海1注,江苏2注,浙江1注,安徽1注,江西2注,湖南2注,广东2注,四川3注,陕西1注,新疆1注,共21注。",2023-05-21,396913794
2023058,17,10,30,22,33,26,11,"上海1注,四川1注,共2注。",2023-05-23,372662796
2023059,13,22,32,02,27,06,06,"吉林1注,黑龙江2注,江苏2注,浙江1注,安徽3注,福建1注,山东6注,重庆1注,河南1注,广东11注,陕西1注,共30注。",2023-05-25,374631364
2023060,09,30,19,31,11,17,11,"辽宁1注,江苏2注,浙江1注,山东1注,陕西1注,共6注。",2023-05-28,402713176
2023061,22,12,01,06,11,04,15,"山东1注,湖南2注,共3注。",2023-05-30,365432766
2023062,23,19,33,26,11,24,15,"黑龙江1注,共1注。",2023-06-01,359921314
2023063,04,17,20,22,08,27,13,"北京1注,广东3注,共4注。",2023-06-04,390718820
2023064,01,11,12,16,18,07,04,"北京1注,山西1注,河南9注,湖北1注,湖南2注,广东1注,广西3注,陕西1注,共19注。",2023-06-06,358055754
2023065,20,33,02,26,17,14,14,"河北1注,浙江3注,山东1注,河南1注,湖北1注,广东1注,共8注。",2023-06-08,364732942
2023066,08,31,07,26,10,02,06,"河北1注,辽宁1注,黑龙江1注,浙江11注,江西1注,山东2注,新疆1注,共18注。",2023-06-11,393592226
2023067,19,01,28,12,03,32,14,"河北1注,辽宁1注,黑龙江1注,福建1注,四川1注,共5注。",2023-06-13,364444632
2023068,15,33,12,18,29,11,02,"河北1注,共1注。",2023-06-15,370869162
2023069,26,17,20,21,14,12,02,"河北2注,浙江2注,山东1注,甘肃1注,共6注。",2023-06-18,396617204
2023070,32,31,03,25,33,05,04,共0注。,2023-06-20,358436376
2023071,24,15,12,19,05,26,06,"河北1注,辽宁2注,黑龙江1注,浙江2注,福建1注,山东1注,河南1注,湖南1注,广西2注,四川2注,甘肃2注,共16注。",2023-06-22,335357710
2023072,02,10,24,33,06,25,09,"吉林1注,上海1注,重庆1注,湖南4注,共7注。",2023-06-25,390203400
2023073,16,15,32,01,25,03,10,"北京1注,贵州1注,云南1注,西藏1注,青海1注,共5注。",2023-06-27,360075550
